id,name,movie_id,title,genre
28.0,Action,19995,Avatar,0
12.0,Adventure,19995,Avatar,1
14.0,Fantasy,19995,Avatar,2
12.0,Adventure,285,Pirates of the Caribbean: At World's End,0
14.0,Fantasy,285,Pirates of the Caribbean: At World's End,1
28.0,Action,285,Pirates of the Caribbean: At World's End,2
28.0,Action,206647,Spectre,0
12.0,Adventure,206647,Spectre,1
80.0,Crime,206647,Spectre,2
28.0,Action,49026,The Dark Knight Rises,0
80.0,Crime,49026,The Dark Knight Rises,1
18.0,Drama,49026,The Dark Knight Rises,2
28.0,Action,49529,John Carter,0
12.0,Adventure,49529,John Carter,1
878.0,Science Fiction,49529,John Carter,2
14.0,Fantasy,559,Spider-Man 3,0
28.0,Action,559,Spider-Man 3,1
12.0,Adventure,559,Spider-Man 3,2
16.0,Animation,38757,Tangled,0
10751.0,Family,38757,Tangled,1
28.0,Action,99861,Avengers: Age of Ultron,0
12.0,Adventure,99861,Avengers: Age of Ultron,1
878.0,Science Fiction,99861,Avengers: Age of Ultron,2
12.0,Adventure,767,Harry Potter and the Half-Blood Prince,0
14.0,Fantasy,767,Harry Potter and the Half-Blood Prince,1
10751.0,Family,767,Harry Potter and the Half-Blood Prince,2
28.0,Action,209112,Batman v Superman: Dawn of Justice,0
12.0,Adventure,209112,Batman v Superman: Dawn of Justice,1
14.0,Fantasy,209112,Batman v Superman: Dawn of Justice,2
12.0,Adventure,1452,Superman Returns,0
14.0,Fantasy,1452,Superman Returns,1
28.0,Action,1452,Superman Returns,2
12.0,Adventure,10764,Quantum of Solace,0
28.0,Action,10764,Quantum of Solace,1
53.0,Thriller,10764,Quantum of Solace,2
12.0,Adventure,58,Pirates of the Caribbean: Dead Man's Chest,0
14.0,Fantasy,58,Pirates of the Caribbean: Dead Man's Chest,1
28.0,Action,58,Pirates of the Caribbean: Dead Man's Chest,2
28.0,Action,57201,The Lone Ranger,0
12.0,Adventure,57201,The Lone Ranger,1
37.0,Western,57201,The Lone Ranger,2
28.0,Action,49521,Man of Steel,0
12.0,Adventure,49521,Man of Steel,1
14.0,Fantasy,49521,Man of Steel,2
12.0,Adventure,2454,The Chronicles of Narnia: Prince Caspian,0
10751.0,Family,2454,The Chronicles of Narnia: Prince Caspian,1
14.0,Fantasy,2454,The Chronicles of Narnia: Prince Caspian,2
878.0,Science Fiction,24428,The Avengers,0
28.0,Action,24428,The Avengers,1
12.0,Adventure,24428,The Avengers,2
12.0,Adventure,1865,Pirates of the Caribbean: On Stranger Tides,0
28.0,Action,1865,Pirates of the Caribbean: On Stranger Tides,1
14.0,Fantasy,1865,Pirates of the Caribbean: On Stranger Tides,2
28.0,Action,41154,Men in Black 3,0
35.0,Comedy,41154,Men in Black 3,1
878.0,Science Fiction,41154,Men in Black 3,2
28.0,Action,122917,The Hobbit: The Battle of the Five Armies,0
12.0,Adventure,122917,The Hobbit: The Battle of the Five Armies,1
14.0,Fantasy,122917,The Hobbit: The Battle of the Five Armies,2
28.0,Action,1930,The Amazing Spider-Man,0
12.0,Adventure,1930,The Amazing Spider-Man,1
14.0,Fantasy,1930,The Amazing Spider-Man,2
28.0,Action,20662,Robin Hood,0
12.0,Adventure,20662,Robin Hood,1
12.0,Adventure,57158,The Hobbit: The Desolation of Smaug,0
14.0,Fantasy,57158,The Hobbit: The Desolation of Smaug,1
12.0,Adventure,2268,The Golden Compass,0
14.0,Fantasy,2268,The Golden Compass,1
12.0,Adventure,254,King Kong,0
18.0,Drama,254,King Kong,1
28.0,Action,254,King Kong,2
18.0,Drama,597,Titanic,0
10749.0,Romance,597,Titanic,1
53.0,Thriller,597,Titanic,2
12.0,Adventure,271110,Captain America: Civil War,0
28.0,Action,271110,Captain America: Civil War,1
878.0,Science Fiction,271110,Captain America: Civil War,2
53.0,Thriller,44833,Battleship,0
28.0,Action,44833,Battleship,1
12.0,Adventure,44833,Battleship,2
28.0,Action,135397,Jurassic World,0
12.0,Adventure,135397,Jurassic World,1
878.0,Science Fiction,135397,Jurassic World,2
28.0,Action,37724,Skyfall,0
12.0,Adventure,37724,Skyfall,1
53.0,Thriller,37724,Skyfall,2
28.0,Action,558,Spider-Man 2,0
12.0,Adventure,558,Spider-Man 2,1
14.0,Fantasy,558,Spider-Man 2,2
28.0,Action,68721,Iron Man 3,0
12.0,Adventure,68721,Iron Man 3,1
878.0,Science Fiction,68721,Iron Man 3,2
10751.0,Family,12155,Alice in Wonderland,0
14.0,Fantasy,12155,Alice in Wonderland,1
12.0,Adventure,12155,Alice in Wonderland,2
12.0,Adventure,36668,X-Men: The Last Stand,0
28.0,Action,36668,X-Men: The Last Stand,1
878.0,Science Fiction,36668,X-Men: The Last Stand,2
16.0,Animation,62211,Monsters University,0
10751.0,Family,62211,Monsters University,1
878.0,Science Fiction,8373,Transformers: Revenge of the Fallen,0
28.0,Action,8373,Transformers: Revenge of the Fallen,1
12.0,Adventure,8373,Transformers: Revenge of the Fallen,2
878.0,Science Fiction,91314,Transformers: Age of Extinction,0
28.0,Action,91314,Transformers: Age of Extinction,1
12.0,Adventure,91314,Transformers: Age of Extinction,2
14.0,Fantasy,68728,Oz: The Great and Powerful,0
12.0,Adventure,68728,Oz: The Great and Powerful,1
10751.0,Family,68728,Oz: The Great and Powerful,2
28.0,Action,102382,The Amazing Spider-Man 2,0
12.0,Adventure,102382,The Amazing Spider-Man 2,1
14.0,Fantasy,102382,The Amazing Spider-Man 2,2
12.0,Adventure,20526,TRON: Legacy,0
28.0,Action,20526,TRON: Legacy,1
878.0,Science Fiction,20526,TRON: Legacy,2
16.0,Animation,49013,Cars 2,0
10751.0,Family,49013,Cars 2,1
12.0,Adventure,49013,Cars 2,2
12.0,Adventure,44912,Green Lantern,0
28.0,Action,44912,Green Lantern,1
53.0,Thriller,44912,Green Lantern,2
16.0,Animation,10193,Toy Story 3,0
10751.0,Family,10193,Toy Story 3,1
35.0,Comedy,10193,Toy Story 3,2
28.0,Action,534,Terminator Salvation,0
878.0,Science Fiction,534,Terminator Salvation,1
53.0,Thriller,534,Terminator Salvation,2
28.0,Action,168259,Furious 7,0
28.0,Action,72190,World War Z,0
18.0,Drama,72190,World War Z,1
27.0,Horror,72190,World War Z,2
28.0,Action,127585,X-Men: Days of Future Past,0
12.0,Adventure,127585,X-Men: Days of Future Past,1
14.0,Fantasy,127585,X-Men: Days of Future Past,2
28.0,Action,54138,Star Trek Into Darkness,0
12.0,Adventure,54138,Star Trek Into Darkness,1
878.0,Science Fiction,54138,Star Trek Into Darkness,2
28.0,Action,81005,Jack the Giant Slayer,0
10751.0,Family,81005,Jack the Giant Slayer,1
14.0,Fantasy,81005,Jack the Giant Slayer,2
18.0,Drama,64682,The Great Gatsby,0
10749.0,Romance,64682,The Great Gatsby,1
12.0,Adventure,9543,Prince of Persia: The Sands of Time,0
14.0,Fantasy,9543,Prince of Persia: The Sands of Time,1
28.0,Action,9543,Prince of Persia: The Sands of Time,2
28.0,Action,68726,Pacific Rim,0
878.0,Science Fiction,68726,Pacific Rim,1
12.0,Adventure,68726,Pacific Rim,2
28.0,Action,38356,Transformers: Dark of the Moon,0
878.0,Science Fiction,38356,Transformers: Dark of the Moon,1
12.0,Adventure,38356,Transformers: Dark of the Moon,2
12.0,Adventure,217,Indiana Jones and the Kingdom of the Crystal Skull,0
28.0,Action,217,Indiana Jones and the Kingdom of the Crystal Skull,1
12.0,Adventure,105864,The Good Dinosaur,0
16.0,Animation,105864,The Good Dinosaur,1
10751.0,Family,105864,The Good Dinosaur,2
16.0,Animation,62177,Brave,0
12.0,Adventure,62177,Brave,1
35.0,Comedy,62177,Brave,2
28.0,Action,188927,Star Trek Beyond,0
12.0,Adventure,188927,Star Trek Beyond,1
878.0,Science Fiction,188927,Star Trek Beyond,2
16.0,Animation,10681,WALL·E,0
10751.0,Family,10681,WALL·E,1
28.0,Action,5174,Rush Hour 3,0
35.0,Comedy,5174,Rush Hour 3,1
80.0,Crime,5174,Rush Hour 3,2
28.0,Action,14161,2012,0
12.0,Adventure,14161,2012,1
878.0,Science Fiction,14161,2012,2
16.0,Animation,17979,A Christmas Carol,0
18.0,Drama,17979,A Christmas Carol,1
878.0,Science Fiction,76757,Jupiter Ascending,0
14.0,Fantasy,76757,Jupiter Ascending,1
28.0,Action,76757,Jupiter Ascending,2
28.0,Action,258489,The Legend of Tarzan,0
12.0,Adventure,258489,The Legend of Tarzan,1
12.0,Adventure,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0
10751.0,Family,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1
14.0,Fantasy,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2
878.0,Science Fiction,246655,X-Men: Apocalypse,0
18.0,Drama,155,The Dark Knight,0
28.0,Action,155,The Dark Knight,1
80.0,Crime,155,The Dark Knight,2
16.0,Animation,14160,Up,0
35.0,Comedy,14160,Up,1
10751.0,Family,14160,Up,2
16.0,Animation,15512,Monsters vs Aliens,0
10751.0,Family,15512,Monsters vs Aliens,1
12.0,Adventure,15512,Monsters vs Aliens,2
28.0,Action,1726,Iron Man,0
878.0,Science Fiction,1726,Iron Man,1
12.0,Adventure,1726,Iron Man,2
12.0,Adventure,44826,Hugo,0
18.0,Drama,44826,Hugo,1
10751.0,Family,44826,Hugo,2
28.0,Action,8487,Wild Wild West,0
12.0,Adventure,8487,Wild Wild West,1
35.0,Comedy,8487,Wild Wild West,2
12.0,Adventure,1735,The Mummy: Tomb of the Dragon Emperor,0
28.0,Action,1735,The Mummy: Tomb of the Dragon Emperor,1
14.0,Fantasy,1735,The Mummy: Tomb of the Dragon Emperor,2
28.0,Action,297761,Suicide Squad,0
12.0,Adventure,297761,Suicide Squad,1
80.0,Crime,297761,Suicide Squad,2
14.0,Fantasy,2698,Evan Almighty,0
35.0,Comedy,2698,Evan Almighty,1
10751.0,Family,2698,Evan Almighty,2
28.0,Action,137113,Edge of Tomorrow,0
878.0,Science Fiction,137113,Edge of Tomorrow,1
12.0,Adventure,9804,Waterworld,0
28.0,Action,9804,Waterworld,1
12.0,Adventure,14869,G.I. Joe: The Rise of Cobra,0
28.0,Action,14869,G.I. Joe: The Rise of Cobra,1
53.0,Thriller,14869,G.I. Joe: The Rise of Cobra,2
18.0,Drama,150540,Inside Out,0
35.0,Comedy,150540,Inside Out,1
16.0,Animation,150540,Inside Out,2
10751.0,Family,278927,The Jungle Book,0
12.0,Adventure,278927,The Jungle Book,1
18.0,Drama,278927,The Jungle Book,2
12.0,Adventure,10138,Iron Man 2,0
28.0,Action,10138,Iron Man 2,1
878.0,Science Fiction,10138,Iron Man 2,2
12.0,Adventure,58595,Snow White and the Huntsman,0
14.0,Fantasy,58595,Snow White and the Huntsman,1
18.0,Drama,58595,Snow White and the Huntsman,2
14.0,Fantasy,102651,Maleficent,0
12.0,Adventure,102651,Maleficent,1
28.0,Action,102651,Maleficent,2
878.0,Science Fiction,119450,Dawn of the Planet of the Apes,0
28.0,Action,119450,Dawn of the Planet of the Apes,1
18.0,Drama,119450,Dawn of the Planet of the Apes,2
28.0,Action,79698,The Lovers,0
12.0,Adventure,79698,The Lovers,1
878.0,Science Fiction,79698,The Lovers,2
18.0,Drama,64686,47 Ronin,0
28.0,Action,64686,47 Ronin,1
12.0,Adventure,64686,47 Ronin,2
28.0,Action,100402,Captain America: The Winter Soldier,0
12.0,Adventure,100402,Captain America: The Winter Soldier,1
878.0,Science Fiction,100402,Captain America: The Winter Soldier,2
35.0,Comedy,10192,Shrek Forever After,0
12.0,Adventure,10192,Shrek Forever After,1
14.0,Fantasy,10192,Shrek Forever After,2
12.0,Adventure,158852,Tomorrowland,0
10751.0,Family,158852,Tomorrowland,1
9648.0,Mystery,158852,Tomorrowland,2
12.0,Adventure,177572,Big Hero 6,0
10751.0,Family,177572,Big Hero 6,1
16.0,Animation,177572,Big Hero 6,2
10751.0,Family,82690,Wreck-It Ralph,0
16.0,Animation,82690,Wreck-It Ralph,1
35.0,Comedy,82690,Wreck-It Ralph,2
12.0,Adventure,5255,The Polar Express,0
16.0,Animation,5255,The Polar Express,1
10751.0,Family,5255,The Polar Express,2
28.0,Action,47933,Independence Day: Resurgence,0
12.0,Adventure,47933,Independence Day: Resurgence,1
878.0,Science Fiction,47933,Independence Day: Resurgence,2
14.0,Fantasy,10191,How to Train Your Dragon,0
12.0,Adventure,10191,How to Train Your Dragon,1
16.0,Animation,10191,How to Train Your Dragon,2
28.0,Action,296,Terminator 3: Rise of the Machines,0
53.0,Thriller,296,Terminator 3: Rise of the Machines,1
878.0,Science Fiction,296,Terminator 3: Rise of the Machines,2
28.0,Action,118340,Guardians of the Galaxy,0
878.0,Science Fiction,118340,Guardians of the Galaxy,1
12.0,Adventure,118340,Guardians of the Galaxy,2
12.0,Adventure,157336,Interstellar,0
18.0,Drama,157336,Interstellar,1
878.0,Science Fiction,157336,Interstellar,2
28.0,Action,27205,Inception,0
53.0,Thriller,27205,Inception,1
878.0,Science Fiction,27205,Inception,2
28.0,Action,315011,Shin Godzilla,0
12.0,Adventure,315011,Shin Godzilla,1
18.0,Drama,315011,Shin Godzilla,2
12.0,Adventure,49051,The Hobbit: An Unexpected Journey,0
14.0,Fantasy,49051,The Hobbit: An Unexpected Journey,1
28.0,Action,49051,The Hobbit: An Unexpected Journey,2
28.0,Action,9799,The Fast and the Furious,0
80.0,Crime,9799,The Fast and the Furious,1
53.0,Thriller,9799,The Fast and the Furious,2
14.0,Fantasy,4922,The Curious Case of Benjamin Button,0
18.0,Drama,4922,The Curious Case of Benjamin Button,1
53.0,Thriller,4922,The Curious Case of Benjamin Button,2
28.0,Action,49538,X-Men: First Class,0
878.0,Science Fiction,49538,X-Men: First Class,1
12.0,Adventure,49538,X-Men: First Class,2
28.0,Action,131634,The Hunger Games: Mockingjay - Part 2,0
12.0,Adventure,131634,The Hunger Games: Mockingjay - Part 2,1
878.0,Science Fiction,131634,The Hunger Games: Mockingjay - Part 2,2
14.0,Fantasy,27022,The Sorcerer's Apprentice,0
12.0,Adventure,27022,The Sorcerer's Apprentice,1
28.0,Action,27022,The Sorcerer's Apprentice,2
12.0,Adventure,503,Poseidon,0
28.0,Action,503,Poseidon,1
18.0,Drama,503,Poseidon,2
14.0,Fantasy,241259,Alice Through the Looking Glass,0
14.0,Fantasy,810,Shrek the Third,0
12.0,Adventure,810,Shrek the Third,1
16.0,Animation,810,Shrek the Third,2
28.0,Action,68735,Warcraft,0
12.0,Adventure,68735,Warcraft,1
14.0,Fantasy,68735,Warcraft,2
878.0,Science Fiction,87101,Terminator Genisys,0
28.0,Action,87101,Terminator Genisys,1
53.0,Thriller,87101,Terminator Genisys,2
12.0,Adventure,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,0
10751.0,Family,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,1
14.0,Fantasy,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2
36.0,History,676,Pearl Harbor,0
10749.0,Romance,676,Pearl Harbor,1
10752.0,War,676,Pearl Harbor,2
12.0,Adventure,1858,Transformers,0
878.0,Science Fiction,1858,Transformers,1
28.0,Action,1858,Transformers,2
10752.0,War,1966,Alexander,0
36.0,History,1966,Alexander,1
28.0,Action,1966,Alexander,2
12.0,Adventure,675,Harry Potter and the Order of the Phoenix,0
14.0,Fantasy,675,Harry Potter and the Order of the Phoenix,1
10751.0,Family,675,Harry Potter and the Order of the Phoenix,2
12.0,Adventure,674,Harry Potter and the Goblet of Fire,0
14.0,Fantasy,674,Harry Potter and the Goblet of Fire,1
10751.0,Family,674,Harry Potter and the Goblet of Fire,2
14.0,Fantasy,8960,Hancock,0
28.0,Action,8960,Hancock,1
18.0,Drama,6479,I Am Legend,0
27.0,Horror,6479,I Am Legend,1
28.0,Action,6479,I Am Legend,2
12.0,Adventure,118,Charlie and the Chocolate Factory,0
35.0,Comedy,118,Charlie and the Chocolate Factory,1
10751.0,Family,118,Charlie and the Chocolate Factory,2
16.0,Animation,2062,Ratatouille,0
35.0,Comedy,2062,Ratatouille,1
10751.0,Family,2062,Ratatouille,2
28.0,Action,272,Batman Begins,0
80.0,Crime,272,Batman Begins,1
18.0,Drama,272,Batman Begins,2
10751.0,Family,10527,Madagascar: Escape 2 Africa,0
16.0,Animation,10527,Madagascar: Escape 2 Africa,1
12.0,Adventure,18360,Night at the Museum: Battle of the Smithsonian,0
14.0,Fantasy,18360,Night at the Museum: Battle of the Smithsonian,1
28.0,Action,18360,Night at the Museum: Battle of the Smithsonian,2
12.0,Adventure,2080,X-Men Origins: Wolverine,0
28.0,Action,2080,X-Men Origins: Wolverine,1
53.0,Thriller,2080,X-Men Origins: Wolverine,2
12.0,Adventure,605,The Matrix Revolutions,0
28.0,Action,605,The Matrix Revolutions,1
53.0,Thriller,605,The Matrix Revolutions,2
16.0,Animation,109445,Frozen,0
12.0,Adventure,109445,Frozen,1
10751.0,Family,109445,Frozen,2
12.0,Adventure,604,The Matrix Reloaded,0
28.0,Action,604,The Matrix Reloaded,1
53.0,Thriller,604,The Matrix Reloaded,2
28.0,Action,76338,Thor: The Dark World,0
12.0,Adventure,76338,Thor: The Dark World,1
14.0,Fantasy,76338,Thor: The Dark World,2
28.0,Action,76341,Mad Max: Fury Road,0
12.0,Adventure,76341,Mad Max: Fury Road,1
878.0,Science Fiction,76341,Mad Max: Fury Road,2
53.0,Thriller,13448,Angels & Demons,0
9648.0,Mystery,13448,Angels & Demons,1
12.0,Adventure,10195,Thor,0
14.0,Fantasy,10195,Thor,1
28.0,Action,10195,Thor,2
16.0,Animation,13053,Bolt,0
10751.0,Family,13053,Bolt,1
12.0,Adventure,13053,Bolt,2
14.0,Fantasy,19585,G-Force,0
28.0,Action,19585,G-Force,1
12.0,Adventure,19585,G-Force,2
12.0,Adventure,57165,Wrath of the Titans,0
35.0,Comedy,62213,Dark Shadows,0
14.0,Fantasy,62213,Dark Shadows,1
28.0,Action,177677,Mission: Impossible - Rogue Nation,0
12.0,Adventure,177677,Mission: Impossible - Rogue Nation,1
53.0,Thriller,177677,Mission: Impossible - Rogue Nation,2
18.0,Drama,7978,The Wolfman,0
27.0,Horror,7978,The Wolfman,1
53.0,Thriller,7978,The Wolfman,2
10751.0,Family,5559,Bee Movie,0
16.0,Animation,5559,Bee Movie,1
12.0,Adventure,5559,Bee Movie,2
16.0,Animation,49444,Kung Fu Panda 2,0
10751.0,Family,49444,Kung Fu Panda 2,1
28.0,Action,10196,The Last Airbender,0
12.0,Adventure,10196,The Last Airbender,1
10751.0,Family,10196,The Last Airbender,2
12.0,Adventure,956,Mission: Impossible III,0
28.0,Action,956,Mission: Impossible III,1
53.0,Thriller,956,Mission: Impossible III,2
28.0,Action,117251,White House Down,0
18.0,Drama,117251,White House Down,1
53.0,Thriller,117251,White House Down,2
12.0,Adventure,50321,Mars Needs Moms,0
16.0,Animation,50321,Mars Needs Moms,1
10751.0,Family,50321,Mars Needs Moms,2
12.0,Adventure,11619,Flushed Away,0
16.0,Animation,11619,Flushed Away,1
35.0,Comedy,11619,Flushed Away,2
12.0,Adventure,266647,Pan,0
10751.0,Family,266647,Pan,1
14.0,Fantasy,266647,Pan,2
16.0,Animation,82703,Mr. Peabody & Sherman,0
12.0,Adventure,82703,Mr. Peabody & Sherman,1
10751.0,Family,82703,Mr. Peabody & Sherman,2
12.0,Adventure,652,Troy,0
18.0,Drama,652,Troy,1
10752.0,War,652,Troy,2
16.0,Animation,80321,Madagascar 3: Europe's Most Wanted,0
10751.0,Family,80321,Madagascar 3: Europe's Most Wanted,1
12.0,Adventure,36669,Die Another Day,0
28.0,Action,36669,Die Another Day,1
53.0,Thriller,36669,Die Another Day,2
28.0,Action,43074,Ghostbusters,0
14.0,Fantasy,43074,Ghostbusters,1
35.0,Comedy,43074,Ghostbusters,2
28.0,Action,95,Armageddon,0
53.0,Thriller,95,Armageddon,1
878.0,Science Fiction,95,Armageddon,2
28.0,Action,608,Men in Black II,0
12.0,Adventure,608,Men in Black II,1
35.0,Comedy,608,Men in Black II,2
12.0,Adventure,2310,Beowulf,0
28.0,Action,2310,Beowulf,1
16.0,Animation,2310,Beowulf,2
28.0,Action,140300,Kung Fu Panda 3,0
12.0,Adventure,140300,Kung Fu Panda 3,1
16.0,Animation,140300,Kung Fu Panda 3,2
28.0,Action,56292,Mission: Impossible - Ghost Protocol,0
53.0,Thriller,56292,Mission: Impossible - Ghost Protocol,1
12.0,Adventure,56292,Mission: Impossible - Ghost Protocol,2
14.0,Fantasy,81188,Rise of the Guardians,0
16.0,Animation,81188,Rise of the Guardians,1
10751.0,Family,81188,Rise of the Guardians,2
35.0,Comedy,7552,Fun with Dick and Jane,0
